Id,Label,Degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
1264,Shenzhen Institute of Advanced Electronic Materials,0.0029486927462158445,0.4360908701243035,6.750526790736501e-08,0.00041112672052197064
1265,EURECOM,0.0041281698447021824,0.4539937527889335,8.099881238919869e-07,0.0006110688877657856
1266,IMT - Institut Mines-Telecom,0.03636721053666208,0.5092601862048253,0.0002460471014401679,0.00471346424571236
1267,Weinan Normal University,0.002162374680558286,0.44922288943836103,1.5433235103089753e-05,0.00018199818808172362
1268,Nanjing Medical University,0.03400825633968941,0.5086491350864913,0.0003016279750992891,0.004435858758527072
1269,Washington State University,0.029290347945744054,0.5026183183479893,0.0001401483054867442,0.004027316188749341
1270,China Medical University,0.013760566149007274,0.4925445391169636,3.32309735087873e-05,0.0021695008798646056
1271,Singapore General Hospital,0.003341851779044624,0.4532656152543883,5.091521055279091e-06,0.0006304632377643787
1272,Shih Chien University,0.003931590328287792,0.46845934248089144,5.155510402440782e-06,0.0004449221242917584
1273,Jilin Agricultural Science & Technology University,0.000982897582071948,0.42072615995368456,0.0,8.476597470937527e-05
1274,Hacettepe University,0.12640062905445254,0.5016765285996055,8.31272135517511e-06,0.03849039310513828
1275,Helmholtz-Zentrum fuer Materialien und Energie GmbH (HZB),0.01631609986239434,0.49892114554727346,3.300247501709677e-05,0.0023704777161321416
1276,Shandong Agricultural University,0.13524670729310007,0.5329491880565741,0.0003222592475648929,0.03898361216661868
1277,National Police University for Criminal Justice,0.00019657951641438963,0.4082336891100233,0.0,4.6177037830805114e-05
1278,Mohammad Ali Jinnah University,0.001965795164143896,0.4649483593821406,7.686473386890218e-07,0.0002166207122310271
1279,Changsha University of Science & Technology,0.02811087084725772,0.5071279034991526,0.0002722107731470414,0.002807579389875704
1280,University of Otago,0.12993906034991154,0.5204624514016779,7.594254028480942e-05,0.038688824869892
1281,Lund University,0.14664831924513466,0.5395630038184133,0.000606437011075153,0.03940064074068908
1282,Universidad del Pacifico Peru,0.0005897385492431689,0.40833199550489646,0.0,4.741993148403027e-05
1283,Tufts University,0.0035384312954590135,0.4659705047174132,1.0554921643016788e-05,0.0006130984610557263
1284,University of Kentucky,0.024375860035384316,0.49585729603275175,4.494351548297296e-05,0.0039098263380315515
1285,Heriot Watt University,0.017888735993709458,0.504512545869285,6.225034775567762e-05,0.0028788138068864834
1286,Universidade do Minho,0.1342638097110281,0.5232462456284716,0.00027743236166778804,0.03879630094590147
1287,Wichita State University,0.0005897385492431689,0.42801851072780817,1.982914139562601e-08,0.00014002695763170995
1288,Qiqihar University,0.01572636131315117,0.5039627501486031,0.00015360598505153065,0.001414209534091195
1289,Servier,0.006683703558089248,0.4550089445438283,3.7537763827077486e-06,0.0011825656803614508
1290,University Kashan,0.0023589541969726755,0.4404710364533726,4.9401322242317215e-06,0.00017347556308033366
1291,Iran University Science & Technology,0.002162374680558286,0.48984111699566685,1.8312841564422624e-05,0.0004267843592812434
1292,Yichun University,0.00511106742677413,0.49736018771998436,1.9459493331070285e-05,0.0006480202416723213
1293,Guangdong University of Finance & Economics,0.004914487910359741,0.4953744278897653,4.11941333694532e-06,0.0007352819371757093
1294,University of Ljubljana,0.013170827599764106,0.4933566094462225,3.3600323979824166e-05,0.0016651400756235073
1295,Inria,0.011991350501277767,0.497895664089263,1.616705909072378e-05,0.0018304559226034838
1296,China Baowu Steel Group,0.004717908393945351,0.5011822660098522,4.9662197206570515e-06,0.00073776166889806
1297,Technische Universitat Ilmenau,0.004914487910359741,0.48965251708537877,2.8514701884737194e-07,0.000708608125985252
1298,Cyprus International University,0.006093965008846079,0.4416181960239604,1.6526981483547106e-05,0.00044575394473417805
1299,Lefke Avrupa University,0.002752113229801455,0.441541532853051,4.44305504292242e-06,0.0002609305971799933
1300,Oracle,0.0005897385492431689,0.418201249588951,0.0,0.00016824071662190266
1301,New York University,0.15215254570473757,0.5411702127659574,0.0007420208155468313,0.03953024930511512
1302,New York University Tandon School of Engineering,0.008846078238647534,0.5022213446539638,2.637041246127228e-06,0.00161626510327843
1303,Islamia University of Bahawalpur,0.015136622763908002,0.498432294728591,5.262082071815865e-05,0.0013983934891408877
1304,Federal Institute for Materials Research & Testing,0.003931590328287792,0.4748436479044152,1.4095043520700668e-08,0.0007402167625931114
1305,Kyungpook National University,0.0057008059760173,0.4955191895577635,6.333032192294267e-05,0.0008380760911018131
1306,National Taiwan Normal University,0.0013760566149007274,0.4403185319830347,8.989007175942611e-06,0.00010912888994133242
1307,National Taichung University of Education,0.00039315903282877927,0.4082664526484751,0.0,4.634484671961461e-05
1308,Adelphi University,0.0029486927462158445,0.4367648321456169,2.2794894993277152e-08,0.0004092076171815913
1309,Universidade da Madeira,0.009239237271476313,0.456560761084186,5.8278718721368173e-05,0.0010073216937675278
1310,China Medical University Taiwan,0.03282877924120307,0.508344159088638,0.0005976813874556464,0.003351918846214189
1311,Kaohsiung Medical University,0.0023589541969726755,0.45549785100286533,2.4812715214377827e-05,0.0001581932022605252
1312,Voevodsky Institute of Chemical Kinetics & Combustion SB RAS,0.001572636131315117,0.44950075108244236,0.0,0.0003470730029837194
1313,Tamkang University,0.013170827599764106,0.48140437210182646,1.3122492563449793e-05,0.0016292867022532176
1314,University of Fukui,0.1269903676036957,0.5016270584754955,2.7635855940882207e-05,0.038492152493415616
1315,Shenzhen Huazhong University of Science & Technology Research Institute,0.0023589541969726755,0.4825460064503889,5.960105623881992e-08,0.000527778897084207
1316,Butler University,0.00039315903282877927,0.41652337672971423,0.0,0.000107023407174902
1317,Fujian Polytechnic Normal University,0.001965795164143896,0.466226743653194,1.4695880429280526e-06,0.0003536939983295486
1318,Yulin University,0.008059760172989976,0.48521556657764214,2.458622695096601e-06,0.0007929535014635742
1319,Kayseri University,0.000982897582071948,0.446423870118473,7.906329876565586e-06,0.00015726709197034177
1320,Guangzhou Panyu Polytechnic,0.00039315903282877927,0.4083647748253994,0.0,4.848491951352813e-05
1321,Hosei University,0.0029486927462158445,0.4677271055535123,2.2737649506077017e-05,0.0003332673677292722
1322,Kyoto Institute of Technology,0.006093965008846079,0.46019540437850553,6.068860076810717e-06,0.0005138901970156476
1323,Rice University,0.04717908393945351,0.512079726192873,0.0002092230906578406,0.0069424943060671885
1324,Istituto Italiano di Tecnologia - IIT,0.020247690190682132,0.499361931873957,3.628260951037668e-05,0.0030515044010210757
1325,King Faisal University,0.00530764694318852,0.4898882896764253,8.51189522420541e-06,0.0008870087076516125
1326,Hebei GEO University,0.0035384312954590135,0.4889935595501298,5.3132423110039684e-06,0.0005753325920362615
1327,Civil Aviation University of China,0.012187930017692158,0.503065664556962,5.014583973480364e-05,0.0015097146713516105
1328,University of Perugia,0.13151169648122665,0.5298406415998334,7.115707175901576e-05,0.03885397119374562
1329,Handan University,0.002555533713387065,0.47364990689013037,2.7398748133332806e-06,0.00032765800872064447
1330,Chemistry & Chemical Engineering Guangdong Laboratory,0.001965795164143896,0.4673403766651355,6.336246604771363e-10,0.000333350535567598
1331,Carleton University,0.1366227639080008,0.5366599852305095,0.0001857453570697255,0.03908290669384182
1332,Nanjing Hydraulic Research Institute,0.002162374680558286,0.4831417988412955,1.1357284510845425e-06,0.00038068680944809496
1333,University of Erlangen Nuremberg,0.02712797326518577,0.5068752491032283,0.00011522417476278014,0.004373419833652088
1334,Universidade Federal do ABC (UFABC),0.00039315903282877927,0.41638700171891624,0.0,0.00010547595831241052
1335,Baoji University of Arts & Sciences,0.006093965008846079,0.46975713362267985,1.0273426521602941e-05,0.0006893189786662207
1336,Hangzhou City University,0.0057008059760173,0.49760344321627703,1.915327884643372e-05,0.0008199494718225289
1337,University of Geneva,0.13151169648122665,0.5181827442192116,5.000660255743482e-05,0.038766517526259765
1338,University of Applied Sciences & Arts Western Switzerland,0.004717908393945351,0.4420019115474846,3.7704420184151716e-06,0.0009703029496934454
1339,Ruhr University Bochum,0.13328091212895618,0.5356992417860151,0.00016481873619995474,0.038919645976089795
1340,Basque Foundation for Science,0.013957145665421665,0.4941713619584224,7.281355266434369e-05,0.0020503689673722508
1341,Lvliang University,0.0007863180656575585,0.4420019115474846,9.54348254051983e-10,0.00011060309898928542
1342,Obafemi Awolowo University,0.0029486927462158445,0.46686857562408224,9.035189704414731e-06,0.00037802011414832725
1343,University of Nottingham Ningbo China,0.017495576960880676,0.5044124938026773,0.0001490656842116818,0.0019190845799380968
1344,Liverpool John Moores University,0.129152742284254,0.526277674322367,3.627386477452579e-05,0.03876904110863521
1345,Zuse Institute Berlin,0.00039315903282877927,0.4083975594091201,0.0,5.289403452070196e-05
1346,Khwaja Fareed University of Engineering & Information Technology Pakistan,0.012974248083349715,0.49345232321272675,6.237447584847581e-05,0.0012315256504913895
1347,China Conservatory of Music,0.00039315903282877927,0.4084959447522685,0.0,5.308341087565093e-05
1348,Rajagiri Business School (RBS),0.004717908393945351,0.44115861590495187,1.068882048153151e-05,0.0003955057771098423
1349,University of Mississippi,0.1285630037350108,0.5151392405063291,0.00010872087477946885,0.03861092867009818
1350,Universite de Rennes,0.019854531157853354,0.49990172955974843,0.00011819733380615082,0.0026187771913617325
1351,CNRS - Institute for Engineering & Systems Sciences (INSIS),0.04088853941419304,0.5104354806341561,0.00036553328630820644,0.005060037795497034
1352,Daegu University,0.00039315903282877927,0.40954834554383707,0.0,6.302530829785182e-05
1353,Maastricht University,0.1330843326125418,0.5228160328879753,0.00015940789651410373,0.038739795214858645
1354,Northumbria University,0.14546884214664832,0.5392198431206275,0.0003652011706697454,0.039377025504399116
1355,Ulm University,0.00511106742677413,0.48447619047619045,7.801062564482878e-06,0.0007796140756046057
1356,Afyon Kocatepe University,0.00039315903282877927,0.4082664526484751,0.0,4.6944553772569796e-05
1357,Hunan University of Technology & Business,0.003735010811873403,0.4828208048595292,2.6078264702318492e-05,0.00044517727670904445
1358,Central South University of Forestry & Technology,0.007076862590918027,0.4962442688518193,7.5682566611374635e-06,0.0008968199213933651
1359,University of Copenhagen,0.15490465893453903,0.534798149705635,0.0005637876799404283,0.03950892806422542
1360,Shanghai Artificial Intelligence Laboratory,0.012581089050520937,0.48563245823389023,6.746669011877945e-06,0.002023282305499367
1361,Universidade Federal do Rio Grande do Sul,0.0013760566149007274,0.4416565375933322,7.275710589437695e-08,0.0001248043336690605
1362,Universitat de les Illes Balears,0.0035384312954590135,0.48081285444234406,2.170370721711452e-05,0.0004516415010601193
1363,University of South Australia,0.132691173579713,0.5318904224173986,0.0003120700128929463,0.03883272763764839
1364,Guangzhou College of Commerce,0.00039315903282877927,0.417172379858947,0.0,0.00010847148126619557
1365,Hubei University of Medicine,0.001965795164143896,0.4562741053009238,5.166272899541405e-09,0.0003626223218736965
1366,Chengdu Technological University,0.002162374680558286,0.4779667387014939,3.182077379142535e-08,0.0003503463659449277
1367,Ulster University,0.00530764694318852,0.49002986224833833,1.0987625869980852e-06,0.0009017120144262472
1368,University Town of Shenzhen,0.0007863180656575585,0.43044508377051954,0.0,0.00014896515450003688
1369,Changzhou Institute of Technology,0.009239237271476313,0.48600363045762873,3.236595562532659e-05,0.0012712584071612868
1370,Jilin Engineering Normal University,0.001572636131315117,0.47237440802302905,9.216763849532233e-06,0.00019214021505421246
1371,Jagiellonian University,0.13033221938274034,0.5266045548654245,8.934121561281944e-05,0.03875673163040689
1372,Linkoping University,0.03164930214271673,0.5080395485868371,0.0001721722988643681,0.004052270539766854
1373,Brock University,0.0005897385492431689,0.4168305473615208,0.0,0.000114292792085587
1374,Suzhou Institute of Biomedical Engineering & Technology CAS,0.004324749361116572,0.4815410829231352,2.323356227220039e-07,0.0007803717911869428
1375,UK Research & Innovation (UKRI),0.1556909770001966,0.542208484331699,0.0008609134752954247,0.03955743922317185
1376,Engineering & Physical Sciences Research Council (EPSRC),0.1289561627678396,0.5247575820094904,5.863618118660445e-05,0.038690285501525014
1377,China National Offshore Oil Corporation (CNOOC),0.006683703558089248,0.4882426336500624,1.0553405116041696e-05,0.0007969680454081585
1378,University of Warsaw,0.007273442107332416,0.48540076335877863,1.2974962761591842e-05,0.0011689003296371857
1379,Dalian University,0.00511106742677413,0.47828130876269276,1.5082183267763069e-05,0.0004759662574933634
1380,Sharif University of Technology,0.012581089050520937,0.49726295210166177,4.439292041150882e-05,0.001554776116188898
1381,Universiti Malaya,0.01100845291920582,0.4965348950707662,0.0003251784313932308,0.0011023490365706854
1382,Changchun University of Technology,0.003931590328287792,0.49393144965530633,1.0737097003083743e-05,0.0005922705685409797
1383,California State University San Bernardino,0.0023589541969726755,0.46562929061784897,1.4631604187443624e-05,0.00030321406329758256
1384,UGC DAE Consortium for Scientific Research,0.0029486927462158445,0.4679422316254254,1.5876701107573898e-06,0.0005062919914398475
1385,Panjab University,0.004914487910359741,0.4405473283103836,1.4220942348497121e-05,0.0004329864464988521
1386,Leeds Beckett University,0.001965795164143896,0.42205260101219616,3.4795857130015836e-07,0.00019825902323085176
1387,Anyang Normal University,0.004521328877530962,0.4899826623001349,3.756071900541518e-06,0.0006409811609671481
1388,Shanghai Institutes for Biological Sciences CAS,0.018281895026538236,0.49431542124186184,6.620516728319609e-05,0.002433423004860902
1389,Tata Institute of Fundamental Research (TIFR),0.001965795164143896,0.4481543476345696,1.93832022212484e-06,0.00024666381845029294
1390,Toyo University,0.0017692156477295067,0.43419255718675315,1.4147180535962968e-08,0.0003195525516022848
1391,Virginia Polytechnic Institute & State University,0.029093768429329665,0.5073808098942749,7.608178676990055e-05,0.0044997301181160555
1392,National Institute of Technology (NIT System),0.0322390406919599,0.5042624900872323,0.0006719581310236832,0.00328088142085935
1393,Dr B R Ambedkar National Institute of Technology Jalandhar,0.0035384312954590135,0.4401280498356117,1.15382603032697e-05,0.0003540105732736535
1394,Zhaoqing University,0.0023589541969726755,0.4787764705882353,4.007511211744609e-07,0.0003459022001555215
1395,Fifth Medical Center of Chinese PLA General Hospital,0.002752113229801455,0.4556610533858832,1.5510972948275003e-07,0.0003619395159661738
1396,Western Michigan University,0.0076666011401611955,0.48355513307984793,1.8075626023585895e-05,0.001379229857811243
1397,University of Yazd,0.00039315903282877927,0.4082664526484751,0.0,4.6944553772569796e-05
1398,Chia Nan University of Pharmacy & Science,0.00039315903282877927,0.41638700171891624,0.0,0.00010699822373282686
1399,Shanghai Astronomical Observatory CAS,0.007076862590918027,0.47967939651107966,1.276326475583967e-05,0.0012401943506724314
1400,Kyungnam University,0.00039315903282877927,0.408299221446344,0.0,4.783844920201513e-05
1401,Universite de Toulouse,0.1438962060153332,0.5313903687454299,0.0005512615583040545,0.039083547326601555
1402,Research Center Julich,0.03282877924120307,0.508344159088638,2.6685814041181298e-05,0.005338243868365456
1403,Zhejiang Wanli University,0.004914487910359741,0.49736018771998436,3.0114666088452735e-05,0.0008432025878494818
1404,Shandong Institute of Petroleum & Chemical Technology,0.0011794770984863377,0.4579994598001261,1.2016594868190312e-09,0.00021282165373417863
1405,High Energy Accelerator Research Organization (KEK),0.014743463731079223,0.493260932803258,4.717020815365505e-05,0.0019599686625964598
1406,Nguyen Tat Thanh University (NTTU),0.0017692156477295067,0.43575466849408945,9.406961779980828e-06,0.0001641145910592575
1407,Tokai University,0.00530764694318852,0.4858179734504823,6.401158676635167e-06,0.000751001306141451
1408,Duke Kunshan University,0.007863180656575585,0.4854934147738118,1.2279237664669277e-05,0.0015703534874733846
1409,State Power Investment Corporation,0.0023589541969726755,0.46262277191706075,2.8779672913401255e-06,0.0002341999200637889
1410,University of Tartu,0.03636721053666208,0.48447619047619045,0.0002999169229187463,0.005280092972564648
1411,Wenzhou Medical University,0.13681934342441518,0.5331726234147364,0.00036600719978759105,0.03895194494388992
1412,Qingdao Agricultural University,0.00511106742677413,0.4958089668615984,1.836434376999778e-05,0.0006764221712067201
1413,Chinese Culture University,0.001572636131315117,0.45342722167751137,3.574918282543502e-07,0.00023959651701540915
1414,Henan Institute of Science & Technology,0.004521328877530962,0.49503697936940444,1.0135939622645917e-06,0.0005643583359446251
1415,UDICE-French Research Universities,0.23805779437782584,0.5675555059689836,0.005752414133724361,0.04145432271698941
1416,Universite Paris Saclay,0.08610182818950265,0.522493837304848,0.00120689347966903,0.010156136859661562
1417,A.V. Luikov Heat & Mass Transfer Institute of the National Academy of Sciences of Belarus,0.002752113229801455,0.45375078048345374,2.2471832152426088e-05,0.00016547475208988251
1418,University of Portsmouth,0.0057008059760173,0.47855126999059266,8.226198699125323e-05,0.0004678066307192698
1419,University of Taipei,0.000982897582071948,0.4283428763893567,1.2331542797000267e-08,0.00010608038009194932
1420,Harbin University of Commerce,0.008649498722233143,0.4897467988832194,5.5406787477651336e-05,0.0009592882506245768
1421,National Institute of Education (NIE) Singapore,0.00511106742677413,0.4943634596695821,2.2887452095040492e-07,0.0008169440254389747
1422,Universidad Politecnica Salesiana,0.0005897385492431689,0.40925181013676587,6.441850714850886e-09,5.4868357503915344e-05
1423,Kagoshima University,0.002752113229801455,0.4323841903952401,2.1904719592956277e-06,0.00047956608126564407
1424,Bengbu Medical College,0.0057008059760173,0.46941035341884285,4.135496730134918e-06,0.0008770866040371219
1425,Aerospace Corporation - USA,0.003931590328287792,0.45342722167751137,2.7256015048911767e-06,0.000873674191512152
1426,Luoyang Normal University,0.00550422645960291,0.48833637323605644,1.337731534942578e-05,0.0007047406669037717
1427,Virginia Commonwealth University,0.1287595832514252,0.5249742002063984,7.478226157700405e-05,0.038699198657473795
1428,Ministry of Transport of the People's Republic of China,0.004324749361116572,0.46936704188964756,6.262753282740117e-06,0.0005906822439109511
1429,Hubei University of Automotive Technology,0.0011794770984863377,0.4616990379379198,3.092088343128425e-09,0.0002620254562081431
1430,University of Kaiserslautern,0.01061529388637704,0.4926876513317191,3.729210295892913e-05,0.0018263546217894863
1431,University of Helsinki,0.13760566149007275,0.5295648552987716,0.00019832428149641547,0.03903087838942558
1432,Ural State University of Railway Transport,0.00019657951641438963,0.4082336891100233,0.0,4.6177037830805114e-05
1433,Institut Laue-Langevin (ILL),0.008846078238647534,0.4841073467834031,1.50392173573287e-06,0.0018691187540559782
1434,Universite de Caen Normandie,0.002555533713387065,0.44296412399860674,4.331764957541678e-09,0.0005188686240812436
1435,HSE University (National Research University Higher School of Economics),0.01041871436996265,0.49321310839635446,4.254238572047575e-05,0.001454211673158671
1436,Russian University of Transport,0.0011794770984863377,0.4210744143696714,1.505743389215534e-05,8.020941759686112e-05
1437,Xiamen Medical College,0.000982897582071948,0.4372152986678126,0.0,0.00021965843497425802
1438,Hebei Normal University of Science & Technology,0.003931590328287792,0.47075698685915235,7.837395455653355e-08,0.0005071582496329141
1439,Japan Science & Technology Agency (JST),0.014153725181836054,0.4935480741243815,8.001031271318239e-05,0.0018770610894418844
1440,Embry-Riddle Aeronautical University,0.004717908393945351,0.48008682521706303,7.872507881280448e-06,0.0006922305284638344
1441,Dortmund University of Technology,0.009239237271476313,0.483969175149843,6.244256231663187e-05,0.0012598238043208638
1442,Hunan City University,0.003735010811873403,0.4793178177706586,8.519809711682651e-07,0.00043348148489792644
1443,Dalian Medical University,0.009435816787890702,0.4891346153846154,5.6593632005171286e-05,0.001606626893842747
1444,Kwangwoon University,0.001572636131315117,0.46652604548789434,2.447092975955934e-09,0.0002582042381958916
1445,China Tobacco Yunnan Industrial Co Ltd,0.0005897385492431689,0.42037848111726306,0.0,8.764135537265826e-05
1446,Chengdu Normal University,0.0011794770984863377,0.4510951494191718,5.1631974307592346e-08,0.00023800087980215166
1447,Xinjiang Normal University,0.002162374680558286,0.4863753704943111,4.678968442466285e-06,0.0003135727147957862
1448,London South Bank University,0.009828975820719482,0.49249685351921774,4.219446732420291e-05,0.0015365418411498418
1449,Chung Ang University,0.008059760172989976,0.4816778714136919,3.147542491515273e-05,0.001279287111314409
1450,Hunan University Of Humanities Science & Technology,0.0011794770984863377,0.45762864339690534,3.984649926711888e-10,0.000224254858915943
1451,National Institutes for Quantum Science & Technology,0.007273442107332416,0.4704087294248197,7.778856507246537e-06,0.00100823649848836
1452,Free University of Berlin,0.1346569687438569,0.5286293255741453,0.0002472802642889555,0.0388353110284373
1453,Technische Universitat Chemnitz,0.007470021623746806,0.4668257318528035,2.7195390268163275e-05,0.001237283848752699
1454,China Southern Power Grid,0.0064871240416748575,0.5016270584754955,5.161816430436636e-06,0.0009033994405146633
1455,Birla Institute of Technology & Science Pilani (BITS Pilani),0.013367407116178495,0.493260932803258,9.98559791703508e-06,0.0017817794686454723
1456,National Measurement Institute Australia - NMI,0.00039315903282877927,0.4167963949201147,0.0,0.0001071755806081362
1457,Military Technical College,0.002752113229801455,0.4967288350746997,7.4156865156627706e-06,0.00044738984060644455
1458,Neijiang Normal University,0.003735010811873403,0.4796341693381105,2.605649783265493e-05,0.000434769692722683
1459,Liaoning Technical University,0.009435816787890702,0.5023701362828362,6.893708495824664e-05,0.0012048337450683612
1460,Lanzhou Institute of Chemical Physics CAS,0.019657951641438964,0.5049632717887631,4.5373340620264484e-05,0.002735641022584202
1461,Jiangxi Normal University,0.012384509534106547,0.49779821900381643,1.1648750112737938e-05,0.0015623131027553358
1462,Pohang University of Science & Technology (POSTECH),0.015136622763908002,0.5038130137664653,5.163745090112042e-05,0.0021441353376366297
1463,Universidade Federal de Minas Gerais,0.12836642421859643,0.5268772656654583,0.00011951976924154526,0.03866001009711824
1464,University of Notre Dame Australia,0.00039315903282877927,0.4174119963895955,0.0,0.00010853363097183306
1465,Aberystwyth University,0.008059760172989976,0.4841534215285048,4.0867928995771315e-05,0.0011853642000341118
1466,Universidad de Valladolid,0.00039315903282877927,0.41030811421196967,0.0,6.47215167659526e-05
1467,Guangdong Medical University,0.00511106742677413,0.48305004273098473,6.345019515770974e-06,0.0008126091776883768
1468,National Taipei University,0.0017692156477295067,0.4478781475611904,4.8632359132804395e-06,0.00016656998541751908
1469,Zunyi Normal University,0.001572636131315117,0.48063114134542706,1.5261165193502432e-06,0.0002552382471232114
1470,Technical University Kosice,0.0013760566149007274,0.43989968868903495,1.0179428532691585e-05,9.69614283603154e-05
1471,Shenzhen International Quantum Academy,0.005897385492431689,0.4814955040227165,1.1969669184546839e-06,0.0010656003807081084
1472,Southwest Minzu University,0.009435816787890702,0.4984811366976972,1.527491131351593e-05,0.0014840510787332848
1473,Pingdingshan University,0.0029486927462158445,0.4732093023255814,3.339734237309187e-07,0.0003794900644980794
1474,University of Latvia,0.003145272262630234,0.45407480139248413,1.3274190934925745e-05,0.00020703921170168776
1475,Shandong Womens University,0.002752113229801455,0.43895072913970146,4.7970355201238515e-06,0.0003106783382690996
1476,CIMAT - Centro de Investigacion en Matematicas,0.00039315903282877927,0.4085287504015419,0.0,5.007656345593369e-05
1477,James Cook University,0.12777668566935327,0.5212624244287325,0.00010291613994446073,0.03861087093864815
1478,Tianjin Institute of Industrial Biotechnology CAS,0.00550422645960291,0.48833637323605644,1.2775657387767126e-05,0.0006402155606952939
1479,Goa Institute of Management,0.006093965008846079,0.44470670513156746,3.3823837788149305e-05,0.0005427098311716747
1480,Istanbul Medeniyet University,0.001965795164143896,0.43066373179817136,5.076956638814848e-06,0.00013732140054223174
1481,National Tsing Hua University,0.02123058777275408,0.5053645936817007,0.00015479525637669044,0.0029361293879934954
1482,Aselsan,0.00039315903282877927,0.417343506440233,0.0,0.00010765172591892052
1483,Ho Chi Minh City University of Food Industry,0.00039315903282877927,0.4085943775100402,0.0,4.795262478491557e-05
1484,Ton Duc Thang University,0.013760566149007274,0.5034639746634996,0.0002629099726469512,0.0011555833529206735
1485,Naval Medical University,0.014350304698250443,0.49975439630612045,4.708521585396432e-05,0.0021718421822904195
1486,Shanghai Normal University,0.012384509534106547,0.5031154188507566,2.7475908071668943e-05,0.0017808421668326292
1487,Beihua University,0.001572636131315117,0.440089973181071,2.4387589108151766e-07,0.000201861387996342
1488,China Three Gorges Corporation,0.009435816787890702,0.49230620342591697,1.3008707540217695e-05,0.0013549802178174895
1489,Robert Gordon University,0.003931590328287792,0.47550944101701254,4.5806297434038676e-07,0.0006143892666007194
1490,Guangdong Academy of Medical Sciences & Guangdong General Hospital,0.0114016119520346,0.4924015100183913,2.39806766024532e-05,0.0016656329233362078
1491,Stowers Institute for Medical Research,0.0005897385492431689,0.4196502227355222,0.0,0.00011455489527244231
1492,Bulgarian Academy of Sciences,0.008846078238647534,0.45684777727885045,5.3071483209099375e-05,0.0008439183639357633
1493,Shanghai Institute of Applied Physics CAS,0.03282877924120307,0.508344159088638,4.5598624126546634e-05,0.004047923222825771
1494,University Ha'il,0.00039315903282877927,0.4085943775100402,0.0,4.8292082391724504e-05
1495,Institute of Agricultural Resources & Regional Planning CAAS,0.0064871240416748575,0.47542056074766353,7.531092167741367e-05,0.0006998977088929527
1496,Middlesex University,0.013563986632592884,0.4997053045186641,0.00010298952812498419,0.0016498741193507476
1497,China United Network Communications Limited,0.002555533713387065,0.4881957773512476,2.1443751776353156e-07,0.00032322712676807844
1498,Texas A&M University Commerce,0.007470021623746806,0.4906442901234568,3.992943479112128e-05,0.001051435255512124
1499,Universite de Tunis,0.000982897582071948,0.4091859716859717,6.010295151923656e-08,5.503013444548252e-05
1500,Hokkaido University,0.14723805779437785,0.53973474801061,0.0008344214647605851,0.03937926130091341
1501,University of Jyvaskyla,0.1324945940632986,0.5280805564206373,0.00014469466904581282,0.03885004892523297
1502,Indian Institute of Science Education & Research (IISER) - Kolkata,0.0005897385492431689,0.4168305473615208,0.0,0.00016593267737723932
1503,South Ural State University,0.013563986632592884,0.48763420245398775,0.00029338068120995296,0.0009268142282611571
1504,Universiti Teknologi MARA,0.006683703558089248,0.4744008206658584,6.351038382207372e-06,0.0006188858329210015
1505,University of Johannesburg,0.01100845291920582,0.49145010143947443,7.373079820502779e-05,0.001116424854506757
1506,Changchun Institute of Optics Fine Mechanics & Physics CAS,0.02162374680558286,0.5054650238473768,4.424928185001601e-05,0.002957021354833739
1507,George Washington University,0.14527226263023393,0.5391626921038686,0.00024627375445339237,0.039414791877279656
1508,Qamcom Research & Technology,0.00039315903282877927,0.41652337672971423,0.0,0.00010651402418344992
1509,Chongqing Institute of Green & Intelligent Technology CAS,0.008649498722233143,0.5021717670286279,7.443956161133218e-06,0.001087472159167772
1510,Shiraz University,0.007470021623746806,0.49069161763287356,5.480916474967692e-05,0.0009703538273026106
1511,Assiut University,0.013170827599764106,0.492878597035171,7.551874197067829e-05,0.0012829616273014918
1512,Shanghai Institute of Microsystem & Information Technology CAS,0.02555533713387065,0.5064715252887296,7.720665808972111e-06,0.004193626337395815
1513,Fujian Medical University,0.009828975820719482,0.4852618525231327,2.327311549792324e-05,0.0016999742624959552
1514,Gachon University,0.007076862590918027,0.48341727644207927,1.6910665142660282e-05,0.0011571814166512256
1515,IMEC,0.007076862590918027,0.4959539826459979,5.2727391833518606e-05,0.0009296542237047385
1516,Institute of Materia Medica - CAMS,0.0005897385492431689,0.40928473730790893,0.0,6.349692491766422e-05
1517,Santa Clara University,0.002162374680558286,0.4621604433542291,2.997961805907756e-06,0.0003338237760602716
1518,Universite Paris Cite,0.1552978179673678,0.5339000839630562,0.0008436519694470599,0.039369952853621104
1519,Australian Nuclear Science & Technology Organisation,0.009435816787890702,0.4958089668615984,3.0932122787705515e-05,0.0014925858474955965
1520,Hannover Medical School,0.001572636131315117,0.44323429467630915,1.458511187413607e-05,0.00011476738507040653
1521,Charles University Prague,0.0076666011401611955,0.49643798184834587,5.7725598069176465e-05,0.0009574869025624607
1522,University of Tennessee Health Science Center,0.0005897385492431689,0.4169672131147541,0.0,0.00011413824931700481
1523,Guangxi Medical University,0.009435816787890702,0.49697147323173113,6.509801899544177e-05,0.0015632083525390944
1524,University of Newcastle,0.1423235698840181,0.5347419320929254,0.00032117562820405213,0.03915418500013385
1525,Eotvos Lorand University,0.004521328877530962,0.4688047184591282,4.121807737034753e-06,0.0006516597687990087
